Pcgs_no,Country,Coin_date,Denomination,Variety,Prefix,Suffix,Qty_Minted,Reference_no,RowLastUpdated,coin_no,Service,Coin_date_Denomination_Variety
33623,,1861,P1C,NS-8,SP,RB,0,33623,,33623,PCGS,1861-P1C-NS-8
33624,,1861,P1C,NS-8,SP,RD,0,33624,,33624,PCGS,1861-P1C-NS-8
33625,,1861,P1C,NS-8A,SP,BN,0,33625,,33625,PCGS,1861-P1C-NS-8A
33626,,1861,P1C,NS-8A,SP,RB,0,33626,,33626,PCGS,1861-P1C-NS-8A
33627,,1861,P1C,NS-8A,SP,RD,0,33627,,33627,PCGS,1861-P1C-NS-8A
33628,,186-,P1/2C,NS-9,SP,BN,0,33628,,33628,PCGS,186--P1/2C-NS-9
33629,,186-,P1/2C,NS-9,SP,RB,0,33629,,33629,PCGS,186--P1/2C-NS-9
33630,,186-,P1/2C,NS-9,SP,RD,0,33630,,33630,PCGS,186--P1/2C-NS-9
33631,,186-,P1C,NS-10,SP,BN,0,33631,,33631,PCGS,186--P1C-NS-10
33632,,186-,P1C,NS-10,SP,RB,0,33632,,33632,PCGS,186--P1C-NS-10
33633,,186-,P1C,NS-10,SP,RD,0,33633,,33633,PCGS,186--P1C-NS-10
33661,,1861,P1C,NB-1,SP,BN,0,33661,,33661,PCGS,1861-P1C-NB-1
33662,,1861,P1C,NB-1,SP,RB,0,33662,,33662,PCGS,1861-P1C-NB-1
33663,,1861,P1C,NB-1,SP,RD,0,33663,,33663,PCGS,1861-P1C-NB-1
33664,,1862,P10C,NB-2,SP,,0,33664,,33664,PCGS,1862-P10C-NB-2
33665,,1862,P1C,NB-3,SP,BN,0,33665,,33665,PCGS,1862-P1C-NB-3
33666,,1862,P1C,NB-3,SP,RB,0,33666,,33666,PCGS,1862-P1C-NB-3
33667,,1862,P1C,NB-3,SP,RD,0,33667,,33667,PCGS,1862-P1C-NB-3
33668,,1862,P20C,NB-4,SP,,0,33668,,33668,PCGS,1862-P20C-NB-4
33669,,1870,P5C,NB-5,SP,,0,33669,,33669,PCGS,1870-P5C-NB-5
33670,,1870,P10C,NB-6,SP,,0,33670,,33670,PCGS,1870-P10C-NB-6
33671,,1871,P10C,NB-7,SP,,0,33671,,33671,PCGS,1871-P10C-NB-7
33672,,1871,P20C,NB-8 PE,SP,,0,33672,,33672,PCGS,1871-P20C-NB-8 PE
33673,,1871,P20C,NB-8 RE,SP,,0,33673,,33673,PCGS,1871-P20C-NB-8 RE
33674,,1875,P5C,NB-9,SP,,0,33674,,33674,PCGS,1875-P5C-NB-9
33675,,1875-H,P5C,NB-10,SP,,0,33675,,33675,PCGS,1875-H-P5C-NB-10
33701,,1864,P1C,NF-1,SP,BN,0,33701,,33701,PCGS,1864-P1C-NF-1
33702,,1864,P1C,NF-1,SP,RB,0,33702,,33702,PCGS,1864-P1C-NF-1
33703,,1864,P1C,NF-1,SP,RD,0,33703,,33703,PCGS,1864-P1C-NF-1
33704,,1864,P5C,NF-2,SP,BN,0,33704,,33704,PCGS,1864-P5C-NF-2
33705,,1864,P5C,NF-2,SP,RB,0,33705,,33705,PCGS,1864-P5C-NF-2
33706,,1864,P5C,NF-2,SP,RD,0,33706,,33706,PCGS,1864-P5C-NF-2
33707,,1864,P10C,NF-3,SP,BN,0,33707,,33707,PCGS,1864-P10C-NF-3
33708,,1864,P10C,NF-3,SP,RB,0,33708,,33708,PCGS,1864-P10C-NF-3
33709,,1864,P10C,NF-3,SP,RD,0,33709,,33709,PCGS,1864-P10C-NF-3
33710,,1864,P20C,NF-4,SP,BN,0,33710,,33710,PCGS,1864-P20C-NF-4
33711,,1864,P20C,NF-4,SP,RB,0,33711,,33711,PCGS,1864-P20C-NF-4
33712,,1864,P20C,NF-4,SP,RD,0,33712,,33712,PCGS,1864-P20C-NF-4
33713,,1864,P$2,NF-5,SP,BN,0,33713,,33713,PCGS,1864-P$2-NF-5
33714,,1864,P$2,NF-5,SP,RB,0,33714,,33714,PCGS,1864-P$2-NF-5
33715,,1864,P$2,NF-5,SP,RD,0,33715,,33715,PCGS,1864-P$2-NF-5
33716,,1864,P1C,NF-6,MS,BN,0,33716,,33716,PCGS,1864-P1C-NF-6
33717,,1864,P1C,NF-6,MS,RB,0,33717,,33717,PCGS,1864-P1C-NF-6
33718,,1864,P1C,NF-6,MS,RD,0,33718,,33718,PCGS,1864-P1C-NF-6
33719,,1865,P1C,NF-7,SP,BN,0,33719,,33719,PCGS,1865-P1C-NF-7
33720,,1865,P1C,NF-7,SP,RB,0,33720,,33720,PCGS,1865-P1C-NF-7
33721,,1865,P1C,NF-7,SP,RD,0,33721,,33721,PCGS,1865-P1C-NF-7
33722,,1865,P5C,NF-8,SP,,0,33722,,33722,PCGS,1865-P5C-NF-8
33723,,1865,P10C,NF-9,SP,,0,33723,,33723,PCGS,1865-P10C-NF-9
33724,,1865,P20C,NF-10,SP,,0,33724,,33724,PCGS,1865-P20C-NF-10
33725,,1865,P5C,NF-11,SP,,0,33725,,33725,PCGS,1865-P5C-NF-11
33726,,1865,P10C,NF-12,SP,,0,33726,,33726,PCGS,1865-P10C-NF-12
33727,,1865,P20C,NF-13,SP,,0,33727,,33727,PCGS,1865-P20C-NF-13
33728,,1865,P$2,NF-14,SP,,0,33728,,33728,PCGS,1865-P$2-NF-14
33729,,1865,P$2,NF-15,SP,,0,33729,,33729,PCGS,1865-P$2-NF-15
33730,,1870,P50C,NF-16,SP,BN,0,33730,,33730,PCGS,1870-P50C-NF-16
33731,,1870,P50C,NF-16,SP,RB,0,33731,,33731,PCGS,1870-P50C-NF-16
33732,,1870,P50C,NF-16,SP,RD,0,33732,,33732,PCGS,1870-P50C-NF-16
33733,,1870,P$2,NF-17,SP,,0,33733,,33733,PCGS,1870-P$2-NF-17
33734,,1864,P1C,NF-18,SP,BN,0,33734,,33734,PCGS,1864-P1C-NF-18
33735,,1864,P1C,NF-18,SP,RB,0,33735,,33735,PCGS,1864-P1C-NF-18
33736,,1864,P1C,NF-18,SP,RD,0,33736,,33736,PCGS,1864-P1C-NF-18
33737,,1882,P50C,NF-19,SP,,0,33737,,33737,PCGS,1882-P50C-NF-19
33738,,1945-C,P10C,NF-20,SP,,0,33738,,33738,PCGS,1945-C-P10C-NF-20
33739,,1865,P20C,NF-10A,SP,BN,0,33739,,33739,PCGS,1865-P20C-NF-10A
33740,,1865,P20C,NF-10A,SP,RB,0,33740,,33740,PCGS,1865-P20C-NF-10A
33741,,1865,P20C,,PR,RD,0,33741,,33741,PCGS,1865-P20C-
33766,,1862,P$10,BC-1,SP,,0,33766,,33766,PCGS,1862-P$10-BC-1
33767,,1862,P$10,BC-1A,SP,,0,33767,,33767,PCGS,1862-P$10-BC-1A
33768,,1862,P$20,BC-2,SP,,0,33768,,33768,PCGS,1862-P$20-BC-2
33769,,1862,P$20,BC-2A,SP,,0,33769,,33769,PCGS,1862-P$20-BC-2A
33770,,1862,P$10,BC-3,SP,,0,33770,,33770,PCGS,1862-P$10-BC-3
33771,,1862,P$20,BC-4,SP,,0,33771,,33771,PCGS,1862-P$20-BC-4
33781,CANADA,1858,P1C,PC-1,SP,BN,0,33781,,33781,PCGS,1858-P1C-PC-1
33782,CANADA,1858,P1C,PC-1,SP,RB,0,33782,,33782,PCGS,1858-P1C-PC-1
33783,CANADA,1858,P1C,PC-1,SP,RD,0,33783,,33783,PCGS,1858-P1C-PC-1
33784,CANADA,1858,P1C,PC-2,SP,BN,0,33784,,33784,PCGS,1858-P1C-PC-2
33785,CANADA,1858,P1C,PC-2,SP,RB,0,33785,,33785,PCGS,1858-P1C-PC-2
33786,CANADA,1858,P1C,PC-2,SP,RD,0,33786,,33786,PCGS,1858-P1C-PC-2
33787,CANADA,1858,P1C,PC-3,SP,BN,0,33787,,33787,PCGS,1858-P1C-PC-3
33788,CANADA,1858,P1C,PC-3,SP,RB,0,33788,,33788,PCGS,1858-P1C-PC-3
33789,CANADA,1858,P1C,PC-3,SP,RD,0,33789,,33789,PCGS,1858-P1C-PC-3
33790,CANADA,1858,P20C,PC-4,SP,,0,33790,,33790,PCGS,1858-P20C-PC-4
33791,CANADA,1859,P1C,PC-5,SP,BN,0,33791,,33791,PCGS,1859-P1C-PC-5
33792,CANADA,1859,P1C,PC-5,SP,RB,0,33792,,33792,PCGS,1859-P1C-PC-5
33793,CANADA,1859,P1C,PC-5,SP,RD,0,33793,,33793,PCGS,1859-P1C-PC-5
33794,CANADA,1858,P1C,PC-6,SP,,0,33794,,33794,PCGS,1858-P1C-PC-6
33795,CANADA,1858,P1C,PC-7,SP,,0,33795,,33795,PCGS,1858-P1C-PC-7
33820,CANADA,1870,P50C,DC-4,SP,,0,33820,,33820,PCGS,1870-P50C-DC-4
33821,CANADA,1876-H,P1C,DC-1,SP,BN,0,33821,,33821,PCGS,1876-H-P1C-DC-1
33822,CANADA,1876-H,P1C,DC-1,SP,RB,0,33822,,33822,PCGS,1876-H-P1C-DC-1
33823,CANADA,1876-H,P1C,DC-1,SP,RD,0,33823,,33823,PCGS,1876-H-P1C-DC-1
33824,CANADA,ND,P10C,DC-2,SP,BN,0,33824,,33824,PCGS,ND-P10C-DC-2
33825,CANADA,ND,P10C,DC-2,SP,RB,0,33825,,33825,PCGS,ND-P10C-DC-2
33826,CANADA,ND,P10C,DC-2,SP,RD,0,33826,,33826,PCGS,ND-P10C-DC-2
33827,CANADA,1870,P50C,DC-3,SP,BN,0,33827,,33827,PCGS,1870-P50C-DC-3
33828,CANADA,1870,P50C,DC-3,SP,RB,0,33828,,33828,PCGS,1870-P50C-DC-3
33829,CANADA,1870,P50C,DC-3,SP,RD,0,33829,,33829,PCGS,1870-P50C-DC-3
33830,CANADA,1911,P1C,DC-5,SP,BN,0,33830,,33830,PCGS,1911-P1C-DC-5
33831,CANADA,1911,P1C,DC-5,SP,RB,0,33831,,33831,PCGS,1911-P1C-DC-5
33832,CANADA,1911,P1C,DC-5,SP,RD,0,33832,,33832,PCGS,1911-P1C-DC-5
33833,CANADA,1911,PS$1,DC-6,SP,,0,33833,,33833,PCGS,1911-PS$1-DC-6
33834,CANADA,1911,PS$1,DC-6A,SP,,0,33834,,33834,PCGS,1911-PS$1-DC-6A
33835,CANADA,1911,P$5,DC-7,SP,,0,33835,,33835,PCGS,1911-P$5-DC-7
33836,CANADA,1911,P$10,DC-8,SP,,0,33836,,33836,PCGS,1911-P$10-DC-8
33837,CANADA,1928,P$5,DC-9,SP,BN,0,33837,,33837,PCGS,1928-P$5-DC-9
33838,CANADA,1928,P$5,DC-9,SP,RB,0,33838,,33838,PCGS,1928-P$5-DC-9
33839,CANADA,1928,P$5,DC-9,SP,RD,0,33839,,33839,PCGS,1928-P$5-DC-9
33840,CANADA,1928,P$10,DC-10,SP,BN,0,33840,,33840,PCGS,1928-P$10-DC-10
33841,CANADA,1928,P$10,DC-10,SP,RB,0,33841,,33841,PCGS,1928-P$10-DC-10
33842,CANADA,1928,P$10,DC-10,SP,RD,0,33842,,33842,PCGS,1928-P$10-DC-10
33843,CANADA,1928,P$5,DC-11,SP,BN,0,33843,,33843,PCGS,1928-P$5-DC-11
33844,CANADA,1928,P$5,DC-11,SP,RB,0,33844,,33844,PCGS,1928-P$5-DC-11
33845,CANADA,1928,P$5,DC-11,SP,RD,0,33845,,33845,PCGS,1928-P$5-DC-11
33846,CANADA,1928,P$10,DC-12,SP,BN,0,33846,,33846,PCGS,1928-P$10-DC-12
33847,CANADA,1928,P$10,DC-12,SP,RB,0,33847,,33847,PCGS,1928-P$10-DC-12
33848,CANADA,1928,P$10,DC-12,SP,RD,0,33848,,33848,PCGS,1928-P$10-DC-12
33849,CANADA,1964,PS$1,DC-13,SP,,0,33849,,33849,PCGS,1964-PS$1-DC-13
33850,CANADA,1967,PS$1,DC-14,SP,,0,33850,,33850,PCGS,1967-PS$1-DC-14
33851,CANADA,ND,P50C,DC-15,SP,,0,33851,,33851,PCGS,ND-P50C-DC-15
33852,CANADA,1875,P5C,DC-16,SP,,0,33852,,33852,PCGS,1875-P5C-DC-16
33853,CANADA,1876-H,P1C,DC-17,SP,,0,33853,,33853,PCGS,1876-H-P1C-DC-17
33854,CANADA,1876,P1C,DC-18,SP,BN,0,33854,,33854,PCGS,1876-P1C-DC-18
33855,CANADA,1876,P1C,DC-18,SP,RB,0,33855,,33855,PCGS,1876-P1C-DC-18
33856,CANADA,1876,P1C,DC-18,SP,RD,0,33856,,33856,PCGS,1876-P1C-DC-18
33857,CANADA,1937,P1C,DC-19,SP,,0,33857,,33857,PCGS,1937-P1C-DC-19
33858,CANADA,1937,P5C,DC-20,SP,,0,33858,,33858,PCGS,1937-P5C-DC-20
33859,CANADA,1937,P10C,DC-21,SP,,0,33859,,33859,PCGS,1937-P10C-DC-21
33860,CANADA,1937,P25C,DC-22,SP,,0,33860,,33860,PCGS,1937-P25C-DC-22
33861,CANADA,1937,P50C,DC-23,SP,,0,33861,,33861,PCGS,1937-P50C-DC-23
33862,CANADA,1937,P25C,DC-24,SP,BN,0,33862,,33862,PCGS,1937-P25C-DC-24
33863,CANADA,1937,P25C,DC-24,SP,RB,0,33863,,33863,PCGS,1937-P25C-DC-24
33864,CANADA,1937,P25C,DC-24,SP,RD,0,33864,,33864,PCGS,1937-P25C-DC-24
33865,CANADA,1942,P5C,DC-25,SP,,0,33865,,33865,PCGS,1942-P5C-DC-25
33866,CANADA,1943,P1C,DC-26,SP,BN,0,33866,,33866,PCGS,1943-P1C-DC-26
33867,CANADA,1943,P1C,DC-26,SP,RB,0,33867,,33867,PCGS,1943-P1C-DC-26
33868,CANADA,1943,P1C,DC-26,SP,RD,0,33868,,33868,PCGS,1943-P1C-DC-26
33869,CANADA,1943,P5C,DC-27,SP,,0,33869,,33869,PCGS,1943-P5C-DC-27
33870,CANADA,1944,P5C,DC-28,SP,,0,33870,,33870,PCGS,1944-P5C-DC-28
33871,CANADA,1951,P5C,DC-29,SP,,0,33871,,33871,PCGS,1951-P5C-DC-29
33872,CANADA,1952,P5C,DC-30,SP,,0,33872,,33872,PCGS,1952-P5C-DC-30
33873,CANADA,1959,P50C,DC-31,SP,,0,33873,,33873,PCGS,1959-P50C-DC-31
33874,CANADA,1871,P20C,DC-32 PE,SP,,0,33874,,33874,PCGS,1871-P20C-DC-32 PE
33875,CANADA,1871,P20C,DC-50 RE,SP,,0,33875,,33875,PCGS,1871-P20C-DC-50 RE
33880,CANADA,1907,50TOK,TT-1,MS,BN,0,33880,,33880,PCGS,1907-50TOK-TT-1
33881,CANADA,1907,50TOK,TT-1,MS,RB,0,33881,,33881,PCGS,1907-50TOK-TT-1
33882,CANADA,1907,50TOK,TT-1,MS,RD,0,33882,,33882,PCGS,1907-50TOK-TT-1
33883,CANADA,1965,10TOK,TT-10.1A,MS,,0,33883,,33883,PCGS,1965-10TOK-TT-10.1A
33884,CANADA,1965,10TOK,TT-10.1B,MS,,0,33884,,33884,PCGS,1965-10TOK-TT-10.1B
33885,CANADA,1965,25CTOK,TT-4,MS,,0,33885,,33885,PCGS,1965-25CTOK-TT-4
33886,CANADA,1965,25CTOK,TT-25.1B,MS,,0,33886,,33886,PCGS,1965-25CTOK-TT-25.1B
33887,CANADA,1965,50TOK,TT-6,MS,,0,33887,,33887,PCGS,1965-50TOK-TT-6
33888,CANADA,1965,50TOK,TT-7,MS,,0,33888,,33888,PCGS,1965-50TOK-TT-7
33892,CANADA,1965,25CTOK,TT-8,MS,,0,33892,,33892,PCGS,1965-25CTOK-TT-8
33894,CANADA,ND,1TOK,TT-9,MS,BN,0,33894,,33894,PCGS,ND-1TOK-TT-9
33895,CANADA,ND,1TOK,TT-9,MS,RB,0,33895,,33895,PCGS,ND-1TOK-TT-9
33896,CANADA,ND,1TOK,TT-9,MS,RD,0,33896,,33896,PCGS,ND-1TOK-TT-9
33897,CANADA,ND,1TOK,TT-10,MS,BN,0,33897,,33897,PCGS,ND-1TOK-TT-10
33898,CANADA,ND,1TOK,TT-10,MS,RB,0,33898,,33898,PCGS,ND-1TOK-TT-10
33899,CANADA,ND,1TOK,TT-10,MS,RD,0,33899,,33899,PCGS,ND-1TOK-TT-10
33900,CANADA,ND,10TOK,TT-11,MS,BN,0,33900,,33900,PCGS,ND-10TOK-TT-11
33901,CANADA,ND,10TOK,TT-11,MS,RB,0,33901,,33901,PCGS,ND-10TOK-TT-11
33902,CANADA,ND,10TOK,TT-11,MS,RD,0,33902,,33902,PCGS,ND-10TOK-TT-11
33903,CANADA,ND,$1TOK,TT-12,MS,,0,33903,,33903,PCGS,ND-$1TOK-TT-12
33905,CANADA,ND,5TOK,TT-13,MS,,0,33905,,33905,PCGS,ND-5TOK-TT-13
33906,CANADA,ND,$2TOK,,MS,,0,33906,,,,ND-$2TOK-
33916,ITALY,1975-R,500L,BUONARROTI,MS,,0,33916,,,,1975-R-500L-BUONARROTI
33951,CANADA,1965,1C,,PR,BN,0,33951,,33951,PCGS,1965-1C-
33952,CANADA,1965,1C,,PR,RB,0,33952,,33952,PCGS,1965-1C-
33953,CANADA,1965,1C,,PR,RD,0,33953,,33953,PCGS,1965-1C-
33954,CANADA,1965,5C,,PR,,0,33954,,33954,PCGS,1965-5C-
33955,CANADA,1965,10C,,PR,,0,33955,,33955,PCGS,1965-10C-
33956,CANADA,1965,25C,,PR,,0,33956,,33956,PCGS,1965-25C-
33957,CANADA,1965,50C,,PR,,0,33957,,33957,PCGS,1965-50C-
33960,CANADA,1992,25C,N.BRUNSW MEDAL,MS,,0,33960,,33960,PCGS,1992-25C-N.BRUNSW MEDAL
33964,CANADA,1992,25C,YUKON,MS,,0,33964,,33964,PCGS,1992-25C-YUKON
33965,CANADA,1992,25C,ALBERTA,MS,,0,33965,,33965,PCGS,1992-25C-ALBERTA
33970,CANADA,1996,$2 ,,PR,,0,33970,,33970,PCGS,1996-2-
33971,CANADA,1996,$2 ,GOLD,PR,,0,33971,,,,1996-2-GOLD
34001,CANADA,1997,$1 ,FLYING LOON,SP,,0,34001,,,,1997-1-FLYING LOON
34002,CANADA,1889,$50 ,,PR,,0,34002,,,,1889-50-
34003,CANADA,1990,$30 ,POLAR BEAR,PR,,0,34003,,,,1990-30-POLAR BEAR
34004,CANADA,1990,$150 ,POLAR BEAR,PR,,0,34004,,,,1990-150-POLAR BEAR
34005,CANADA,1990,$300 ,POLAR BEAR,PR,,0,34005,,,,1990-300-POLAR BEAR
34006,CANADA,1996,$2 ,PIEFORT,PR,,0,34006,,,,1996-2-PIEFORT
34007,CANADA,1988,$1 ,LOON,PR,,0,34007,,,,1988-1-LOON
34008,CANADA,1997,1C,,PR,BN,0,34008,,,,1997-1C-
34009,CANADA,1997,1C,,PR,RB,0,34009,,,,1997-1C-
34010,CANADA,1997,1C,,PR,RD,0,34010,,,,1997-1C-
34011,CANADA,1997,5C,,PR,,0,34011,,,,1997-5C-
34012,CANADA,1997,10C,,PR,,0,34012,,,,1997-10C-
34013,CANADA,1997,25C,,PR,,0,34013,,,,1997-25C-
34014,CANADA,1997,50C,,PR,,0,34014,,,,1997-50C-
34015,CANADA,1997,$1 ,LOON,PR,,0,34015,,,,1997-1-LOON
34016,CANADA,1997,S$1,FLY LOON AG,PR,,0,34016,,,,1997-S$1-FLY LOON AG
34017,CANADA,1997,S$1,72 SERIES,PR,,0,34017,,,,1997-S$1-72 SERIES
34018,CANADA,1997,$2 ,,PR,,0,34018,,,,1997-2-
34019,CANADA,1997,10C,500TH ANNIV,PR,,0,34019,,,,1997-10C-500TH ANNIV
34020,CANADA,1991,1C,,PR,BN,0,34020,,,,1991-1C-
34021,CANADA,1991,1C,,PR,RB,0,34021,,,,1991-1C-
34022,CANADA,1991,1C,,PR,RD,0,34022,,,,1991-1C-
34023,CANADA,1991,5C,,PR,,0,34023,,,,1991-5C-
34024,CANADA,1991,10C,,PR,,0,34024,,,,1991-10C-
34025,CANADA,1991,25C,,PR,,0,34025,,,,1991-25C-
34026,CANADA,1991,50C,,PR,,0,34026,,,,1991-50C-
34027,CANADA,1991,$1 ,LOON,PR,,0,34027,,,,1991-1-LOON
34028,CANADA,1991,S$1,FRONTENAC,PR,,0,34028,,,,1991-S$1-FRONTENAC
34029,CANADA,1997,$5 ,MAPLE LEAF/AG,MS,,0,34029,,,,1997-5-MAPLE LEAF/AG
34030,CANADA,1997,$50 ,MAPLE LEAF/PT,MS,,0,34030,,,,1997-50-MAPLE LEAF/PT
34041,CANADA,1980,S$1,ARCTIC,MS,,0,34041,,,,1980-S$1-ARCTIC
34042,CANADA,1992,S$1,KINGSTON-YORK,PR,,0,34042,,,,1992-S$1-KINGSTON-YORK
34043,CANADA,1978,1C,,SP,BN,0,34043,,,,1978-1C-
34044,CANADA,1978,1C,,SP,RB,0,34044,,,,1978-1C-
34045,CANADA,1978,1C,,SP,RD,0,34045,,,,1978-1C-
34046,CANADA,1981,$1 ,VOYAGEUR,PL,,0,34046,,,,1981-1-VOYAGEUR
34047,CANADA,1982,$1 ,CONSTITUTION,PL,,0,34047,,,,1982-1-CONSTITUTION
34048,CANADA,1991,$1 ,LOON,MS,,0,34048,,,,1991-1-LOON
34049,CANADA,1997,50C,ESKIMO DOG,PR,,0,34049,,,,1997-50C-ESKIMO DOG
34050,CANADA,1997,50C,NEWFOUNDLAND,PR,,0,34050,,,,1997-50C-NEWFOUNDLAND
34051,CANADA,1997,50C,RETRIEVER,PR,,0,34051,,,,1997-50C-RETRIEVER
34052,CANADA,1997,50C,LABRADOR,PR,,0,34052,,,,1997-50C-LABRADOR
34053,CANADA,1986,$50 ,MAPLE LEAF/AU,MS,,0,34053,,,,1986-50-MAPLE LEAF/AU
34054,CANADA,1992,$1 ,125TH ANNIV.,MS,,0,34054,,34054,PCGS,1992-1-125TH ANNIV.
34055,CANADA,1973,S$1,R.C.M.P,SP,,0,34055,,,,1973-S$1-R.C.M.P
34056,CANADA,1977,S$1,JUBILEE,SP,,0,34056,,,,1977-S$1-JUBILEE
34057,CANADA,1983,S$1,W.U.GAMES,SP,,0,34057,,,,1983-S$1-W.U.GAMES
34058,CANADA,1978,S$1,COMM.GAMES,MS,,0,34058,,,,1978-S$1-COMM.GAMES
34059,Canada,1995,S$1,Hudson Bay,PR,,0,34059,1/1/1900,,,1995-S$1-Hudson Bay
34060,CANADA,1996,S$1,MCINTOSH,PR,,0,34060,,,,1996-S$1-MCINTOSH
34063,Canada,1977,1C,,PL,,0,34063,1/1/1900,,,1977-1C-
34064,CANADA,1979,$1 ,VOYAGEUR,PL,,0,34064,,,,1979-1-VOYAGEUR
34065,CANADA,1982,$1 ,,PR,,0,34065,,,,1982-1-
34066,CANADA,1984,$1 ,VOYAGEUR,MS,,0,34066,,,,1984-1-VOYAGEUR
34067,CANADA,1987,S$1,JOHN DAVIS,SP,,0,34067,,,,1987-S$1-JOHN DAVIS
34069,Canada,1982,1C,,PR,RD,0,34069,1/1/1900,,,1982-1C-
34070,CANADA,1974,$1 ,WINNIPEG/NI,PR,,0,34070,,,,1974-1-WINNIPEG/NI
34071,CANADA,1981,1C,,MS,RB,0,34071,,,,1981-1C-
34072,CANADA,1981,1C,,MS,RD,0,34072,,,,1981-1C-
34073,CANADA,1970,1C,,SP,BN,0,34073,,,,1970-1C-
34074,CANADA,1970,1C,,SP,RB,0,34074,,,,1970-1C-
34075,CANADA,1970,1C,,SP,RD,0,34075,,,,1970-1C-
34076,CANADA,1970,5C,,SP,,0,34076,,,,1970-5C-
34077,CANADA,1970,10C,,SP,,0,34077,,,,1970-10C-
34078,CANADA,1970,25C,,SP,,0,34078,,,,1970-25C-
34079,CANADA,1970,50C,,SP,,0,34079,,,,1970-50C-
34080,CANADA,1970,$1 ,,SP,,0,34080,,,,1970-1-
34081,CANADA,1973,25C,R.C.M.P,PL,,0,34081,,,,1973-25C-R.C.M.P
34082,CANADA,1973,$1 ,P.E.I.,PL,,0,34082,,,,1973-1-P.E.I.
34083,CANADA,1968,$1 ,VOYAGEUR,MS,,0,34083,,,,1968-1-VOYAGEUR
34084,CANADA,1995,$1 ,PEACEKEEPING,MS,,0,34084,,,,1995-1-PEACEKEEPING
34085,CANADA,1994,$1 ,WAR MEMORIAL,MS,,0,34085,,,,1994-1-WAR MEMORIAL
34086,CANADA,1992,$1 ,LOON,MS,,0,34086,,,,1992-1-LOON
34087,CANADA,1990,$1 ,LOON,MS,,0,34087,,,,1990-1-LOON
34088,CANADA,1992,25C,NOVA SCOTIA,MS,,0,34088,,,,1992-25C-NOVA SCOTIA
34089,CANADA,1998,S$1,R.C.M.P,PL,,0,34089,,,,1998-S$1-R.C.M.P
34090,CANADA,1985,1C,BLUNT 5,MS,BN,0,34090,,,,1985-1C-BLUNT 5
34091,CANADA,1985,1C,BLUNT 5,MS,RB,0,34091,,,,1985-1C-BLUNT 5
34092,CANADA,1985,1C,BLUNT 5,MS,RD,0,34092,,,,1985-1C-BLUNT 5
34093,CANADA,1998,$2 ,,MS,,0,34093,,,,1998-2-
34094,Canada,1992,25C,Alberta,MS,,0,34094,1/1/1900,,,1992-25C-Alberta
34095,CANADA,1994,S$1,SLED DOG PATROL,PR,,0,34095,,,,1994-S$1-SLED DOG PATROL
34096,CANADA,1992,25C,125TH ANNIV.,PL,,0,34096,,,,1992-25C-125TH ANNIV.
34097,CANADA,1997,S$1,CANADA-USSR SERI,SP,,0,34097,,,,1997-S$1-CANADA-USSR SERI
34098,CANADA,1970,$1 ,MANITOBA,MS,,0,34098,,,,1970-1-MANITOBA
34099,CANADA,1993,S$1,STANLEY CUP,PR,,0,34099,,,,1993-S$1-STANLEY CUP
34100,CANADA,1992,25C,P.E.I.,MS,,0,34100,,,,1992-25C-P.E.I.
34101,CANADA,1992,25C,ONTARIO,MS,,0,34101,,,,1992-25C-ONTARIO
34102,CANADA,1982,S$1,REGINA,SP,,0,34102,,,,1982-S$1-REGINA
34103,CANADA,1988,S$1,ST.MAURICE,SP,,0,34103,,,,1988-S$1-ST.MAURICE
34104,CANADA,1988,50C,,MS,,0,34104,,,,1988-50C-
34110,CANADA,1998,1C,90TH ANNIVERSARY,MS,BN,0,34110,,,,1998-1C-90TH ANNIVERSARY
34111,CANADA,1998,1C,90TH ANNIVERSARY,MS,RB,0,34111,,,,1998-1C-90TH ANNIVERSARY
34112,CANADA,1998,1C,90TH ANNIVERSARY,MS,RD,0,34112,,,,1998-1C-90TH ANNIVERSARY
34113,CANADA,1992,25C,BRITISH COLUMBIA,MS,,0,34113,,,,1992-25C-BRITISH COLUMBIA
34114,CANADA,1992,25C,SASKATCHEWAN,MS,,0,34114,,,,1992-25C-SASKATCHEWAN
34115,CANADA,1992,25C,MANITOBA,MS,,0,34115,,,,1992-25C-MANITOBA
34116,CANADA,1992,25C,QUEBEC,MS,,0,34116,,,,1992-25C-QUEBEC
34117,CANADA,1992,25C,NEWFOUNDLAND,MS,,0,34117,,,,1992-25C-NEWFOUNDLAND
34118,CANADA,1992,25C,NW TERRITORIES,MS,,0,34118,,,,1992-25C-NW TERRITORIES
34119,CANADA,1991,S$1,FRONTENAC,SP,,0,34119,,,,1991-S$1-FRONTENAC
34120,CANADA,1990,S$1,KELSEY,SP,,0,34120,,,,1990-S$1-KELSEY
34121,CANADA,1989,S$1,MACKENZIE,SP,,0,34121,,,,1989-S$1-MACKENZIE
34122,CANADA,1962,1C,,MS,BN,0,34122,,,,1962-1C-
34123,CANADA,1962,1C,,MS,RB,0,34123,,,,1962-1C-
34124,CANADA,1962,1C,,MS,RD,0,34124,,,,1962-1C-
34125,CANADA,1980,1C,,PL,BN,0,34125,,,,1980-1C-
34126,CANADA,1980,1C,,PL,RB,0,34126,,,,1980-1C-
34127,CANADA,1980,1C,,PL,RD,0,34127,,,,1980-1C-
34128,CANADA,1988,1C,,SP,BN,0,34128,,,,1988-1C-
